Mod:Item:MetaData, Localized Name
extrautils2:opinium:1, Opinium Core (Mediocre)
extrautils2:opinium:2, Opinium Core (Passable)
extrautils2:opinium:3, Opinium Core (Decent)
extrautils2:opinium:4, Opinium Core (Good)
extrautils2:opinium:5, Opinium Core (Damn Good)
extrautils2:opinium:6, Opinium Core (Amazing)
extrautils2:opinium:7, Opinium Core (Inspiring)
extrautils2:opinium:8, Opinium Core (Perfected)
extrautils2:lawsword, Kikoku
extrautils2:flattransfernode:0, Flat Transfer Node (Items)
extrautils2:flattransfernode:1, Flat Transfer Node (Fluids)
extrautils2:analogcrafter, Analog Crafter
extrautils2:decorativebedrock:0, Bedrock Bricks
extrautils2:decorativebedrock:1, Bedrock Slabs
extrautils2:decorativebedrock:2, Bedrock Cobblestone
extrautils2:compoundbow, Compound Bow
extrautils2:fireaxe, Fire Axe
extrautils2:interactionproxy, Ender Porcupine
extrautils2:luxsaber:0, Lux Saber
extrautils2:luxsaber:0, Lux Saber
extrautils2:luxsaber:1, Lux Saber
extrautils2:luxsaber:1, Lux Saber
extrautils2:luxsaber:2, Lux Saber
extrautils2:luxsaber:2, Lux Saber
extrautils2:luxsaber:3, Lux Saber
extrautils2:luxsaber:3, Lux Saber
extrautils2:luxsaber:4, Lux Saber
extrautils2:luxsaber:4, Lux Saber
extrautils2:luxsaber:5, Lux Saber
extrautils2:luxsaber:5, Lux Saber
extrautils2:luxsaber:6, Lux Saber
extrautils2:luxsaber:6, Lux Saber
extrautils2:luxsaber:7, Lux Saber
extrautils2:luxsaber:7, Lux Saber
extrautils2:ironwood_leaves:0, Ferrous-Juniper Leaves
extrautils2:ironwood_leaves:1, Burnt Ferrous-Juniper Leaves
extrautils2:ironwood_log:0, Ferrous-Juniper Log
extrautils2:ironwood_log:1, Ferrous-Juniper Log
extrautils2:ironwood_sapling:0, Ferrous-Juniper Sapling
extrautils2:ironwood_sapling:1, Dead Ferrous-Juniper Sapling
extrautils2:ironwood_planks:0, Ferrous-Juniper Planks
extrautils2:ironwood_planks:1, Raw Ferrous-Juniper Planks
microblockcbe:saw_stone, Каменная пила
microblockcbe:saw_iron, Железная пила
microblockcbe:saw_diamond, Алмазная пила
microblockcbe:stone_rod, Каменная палка
projectred-core:resource_item:0, Печатная плата
projectred-core:resource_item:1, Токопроводящая плата
projectred-core:resource_item:2, Плата с проводами
projectred-core:resource_item:3, Плата с шиной
projectred-core:resource_item:4, Основная плата
projectred-core:resource_item:10, Анод
projectred-core:resource_item:11, Катод
projectred-core:resource_item:12, Указатель
projectred-core:resource_item:20, Кремниевый чип
projectred-core:resource_item:21, Заряженный кремниевый чип
projectred-core:resource_item:100, Медный слиток
projectred-core:resource_item:101, Оловянный слиток
projectred-core:resource_item:102, Серебряный слиток
projectred-core:resource_item:103, Слиток красного сплава
projectred-core:resource_item:104, Слиток электротинового сплава
projectred-core:resource_item:105, Электротин
projectred-core:resource_item:200, Рубин
projectred-core:resource_item:201, Сапфир
projectred-core:resource_item:202, Перидот
projectred-core:resource_item:250, Sandy Coal Compound
projectred-core:resource_item:251, Red Iron Compound
projectred-core:resource_item:252, Электротиновый сплав железа
projectred-core:resource_item:300, Кремниевый монокристалл
projectred-core:resource_item:301, Кремний
projectred-core:resource_item:310, Red Silicon Compound
projectred-core:resource_item:311, Glowing Silicon Compound
projectred-core:resource_item:312, Электротиновый сплав кремния
projectred-core:resource_item:320, Наполненный кремний
projectred-core:resource_item:341, Заряженный кремний
projectred-core:resource_item:342, Электрический кремний
projectred-core:resource_item:400, Медная катушка
projectred-core:resource_item:401, Железная катушка
projectred-core:resource_item:402, Золотая катушка
projectred-core:resource_item:410, Двигатель
projectred-core:resource_item:420, Woven Cloth
projectred-core:resource_item:421, Sail
projectred-core:resource_item:500, Белая светопыль
projectred-core:resource_item:501, Оранжевая светопыль
projectred-core:resource_item:502, Сиреневая светопыль
projectred-core:resource_item:503, Светло-синяя светопыль
projectred-core:resource_item:504, Жёлтая светопыль
projectred-core:resource_item:505, Лаймовая светопыль
projectred-core:resource_item:506, Розовая светопыль
projectred-core:resource_item:507, Серая светопыль
projectred-core:resource_item:508, Светло-серая светопыль
projectred-core:resource_item:509, Бирюзовая светопыль
projectred-core:resource_item:510, Фиолетовая светопыль
projectred-core:resource_item:511, Синяя светопыль
projectred-core:resource_item:512, Коричневая светопыль
projectred-core:resource_item:513, Зелёная светопыль
projectred-core:resource_item:514, Красная светопыль
projectred-core:resource_item:515, Чёрная светопыль
projectred-core:resource_item:600, Null-Logic Routing Chip
projectred-core:drawplate, Волока
projectred-core:screwdriver, Отвёртка
projectred-core:multimeter, Отладчик проводов
projectred-integration:gate:0, ИЛИ гейт
projectred-integration:gate:1, ИЛИ-НЕ гейт
projectred-integration:gate:2, НЕ гейт
projectred-integration:gate:3, И гейт
projectred-integration:gate:4, И-НЕ гейт
projectred-integration:gate:5, Гейт исключающее ИЛИ
projectred-integration:gate:6, Гейт исключающее ИЛИ-НЕ
projectred-integration:gate:7, Усиливающий гейт
projectred-integration:gate:8, Мультиплексор
projectred-integration:gate:9, Формирователь импульса
projectred-integration:gate:10, Повторитель
projectred-integration:gate:11, Рандомизатор
projectred-integration:gate:12, RS триггер
projectred-integration:gate:13, Тумблер (T триггер)
projectred-integration:gate:14, D триггер
projectred-integration:gate:15, Датчик света
projectred-integration:gate:16, Датчик дождя
projectred-integration:gate:17, Таймер
projectred-integration:gate:18, Генератор последовательности
projectred-integration:gate:19, Счётчик
projectred-integration:gate:20, Запоминающий элемент
projectred-integration:gate:21, Синхронизатор
projectred-integration:gate:22, Приёмопередатчик шины
projectred-integration:gate:23, Нулевой элемент
projectred-integration:gate:24, Инверторный элемент
projectred-integration:gate:25, Буферный элемент
projectred-integration:gate:26, Компаратор
projectred-integration:gate:27, И элемент
projectred-integration:gate:28, Рандомизатор шины
projectred-integration:gate:29, Конвертер шины
projectred-integration:gate:30, Панель ввода шины
projectred-integration:gate:31, Регистр
projectred-integration:gate:32, Гейт сегментного индикатора
projectred-integration:gate:33, Декодирующий рандомизатор
projectred-integration:gate:34, IC Gate
projectred-transmission:wire:0, Провод из красного сплава
projectred-transmission:wire:1, Белый изолированный провод
projectred-transmission:wire:2, Оранжевый изолированный провод
projectred-transmission:wire:3, Сиреневый изолированный провод
projectred-transmission:wire:4, Светло-синий изолированный провод
projectred-transmission:wire:5, Жёлтый изолированный провод
projectred-transmission:wire:6, Лаймовый изолированный провод
projectred-transmission:wire:7, Розовый изолированный провод
projectred-transmission:wire:8, Серый изолированный провод
projectred-transmission:wire:9, Светло-серый изолированный провод
